Systematic Name,Standard Name,Qualifier a,Mean molecules per cell,Median molecules per cell,Coefficient of Variation,LU,PENG,KUL,LAW,LAHT,DGD,LEE2,THAK,NAG,PIC,WEB,TKA,BRE,DEN,MAZ,CHO,YOF,NEW,LEE,DAV,GHA
YAL041W,CDC24,Verified,3110,3501,49,,5465,934,510,,4112,3472,4086,5197,,3607,3584,,3374,,2751,,,1909,3530,1010
YLR052W,IES3,Verified,3731,3501,37,,4765,1295,,,3296,,4428,3504,4879,7237,3458,3765,3898,2634,3293,,,3499,,2280
YLR450W,HMG2,Verified,4108,3501,73,,3921,481,,,5144,5449,6429,3082,12438,2599,2953,2127,,5151,3063,,,,4533,149
YLR220W,CCC1,Verified,3750,3502,57,,8083,706,,,4469,,,3561,,4427,,,,2467,,3444,,,,2840
YNL331C,AAD14,Verified,3504,3504,,,,,,,,,3504,,,,,,,,,,,,,
YOL165C,AAD15,Verified,3504,3504,,,,,,,,,3504,,,,,,,,,,,,,
YDL243C,AAD4,Verified,3504,3504,,,,,,,,,3504,,,,,,,,,,,,,
YDR481C,PHO8,Verified,5198,3505,72,601,1963,2214,,,7840,11481,8310,3505,5124,10617,,,,2462,,,,,,3060
YLR324W,PEX30,Verified,3685,3505,62,,10042,1576,,,3677,6249,4597,2417,,1591,2127,,3501,,1816,2021,,3899,3510,4570
YFR040W,SAP155,Verified,3591,3506,39,2309,2713,740,,2194,3612,5421,2935,2622,3745,3080,3671,3753,3401,,3273,,3673,6295,5234,5960
YJL087C,TRL1,Verified,3884,3511,46,,5535,1695,1364,,6143,7160,5600,6483,,3589,2735,3433,,2489,2848,,3700,2219,4045,3110
YER099C,PRS2,Verified,4368,3512,52,,9157,2918,3444,861,3384,5463,2461,4902,6251,7042,2539,,4169,,2531,,,3061,3579,8120
YKL028W,TFA1,Verified,5647,3514,150,,2766,1032,,,4206,,3757,3228,,3077,6507,3671,3514,2863,3128,,3727,4090,3236,35900
YER027C,GAL83,Verified,4211,3514,83,,15692,539,2244,,3948,3867,1612,2706,7509,2947,2548,,3438,4315,2136,,,4618,5676,3590
YKL050C,YKL050C,Verified,3515,3515,86,5661,,,,,,,,,,,,1370,,,,,,,,
YHR138C,YHR138C,Verified,7699,3530,143,,39131,11551,9431,,4445,,7533,1709,,2443,,1818,,2775,,,,,3530,319
YPR184W,GDB1,Verified,4456,3532,93,1845,4134,1104,,,3704,3360,10396,1383,13262,1224,,,,,,,,8691,4240,125
YJL176C,SWI3,Verified,4590,3533,66,,8569,1139,,,6564,2756,11648,5613,3782,3929,,2595,,3284,2056,,,,,3150
YGR165W,MRPS35,Verified,4022,3533,47,,4633,733,,4807,3533,4187,2465,6884,7055,6226,,,,,1997,,,3022,3277,3460
YKL167C,MRP49,Verified,3699,3534,48,,1047,1573,2223,4746,895,,2605,3970,7545,3009,2852,5993,3471,5263,3534,,4554,4742,4854,
YIL127C,RRT14,Uncharacterized,3295,3538,87,,941,837,,721,3680,12536,1379,3679,,3771,3585,1174,4513,,3538,,,2412,2988,3670
YOR267C,HRK1,Verified,3539,3544,48,,5066,1093,1477,,4474,,2959,4986,5525,2804,3107,4414,4376,2307,3489,,,6644,3600,300
YGR007W,ECT1,Verified,4291,3546,60,,8478,1114,,,,9817,1661,3306,,6781,,1189,3546,2840,3216,,3546,4949,4929,4700
YLR439W,MRPL4,Verified,3773,3546,62,,4988,281,,9801,1896,,2123,3135,3801,1575,2279,3868,4135,3748,2918,,,4779,3345,7700
YJR074W,MOG1,Verified,4110,3551,77,,13379,993,,,3620,,4071,2866,4769,4987,,2001,,,1897,,,4414,3482,2840
YMR086W,SEG1,Verified,4429,3552,64,,8454,982,1805,,7940,4323,2624,10487,,2053,2670,3902,,2704,3203,,,4549,6312,
YKL100C,YPF1,Verified,3437,3553,46,,3614,1833,,,3212,3696,3553,6467,,1684,,,,,,,,,,
YBR058C,UBP14,Verified,3967,3554,65,2465,5325,924,870,,4398,9088,4068,2442,7179,6214,,1592,,,,,,,,3040
YJL164C,TPK1,Verified,3704,3555,65,,10182,738,,,1759,1697,5320,3555,,880,3220,2653,3588,5111,1868,,,5885,4779,4320
YJL063C,MRPL8,Verified,4301,3555,55,,3161,11531,,4073,1960,,3893,5179,3942,8173,3447,4841,,2889,3303,,3664,2729,3008,3030
YOR354C,MSC6,Verified,3825,3561,49,411,2730,541,1541,3567,4978,2504,5062,6391,4583,7156,2957,4238,3511,4960,2863,,3555,4446,3256,7250
YNL181W,PBR1,Uncharacterized,4868,3562,69,,4217,2479,,6821,5771,12033,3562,6594,,3766,2671,2492,3432,2932,2354,4255,,2022,3461,13900
YLR146C,SPE4,Verified,3074,3562,37,,1671,856,,3837,4130,,3562,4065,4712,3567,2292,2201,,,2064,,,,3141,3870
YDR390C,UBA2,Verified,4906,3562,84,,3447,1957,,3111,5258,3964,5334,4637,3156,5229,3516,,3572,,3150,,,,3551,18800
YMR005W,TAF4,Verified,4392,3562,75,,4368,695,,,3562,,,3251,10698,6231,,,,,,,,,,1940
YBR227C,MCX1,Verified,4273,3563,59,,6171,1260,1070,1684,5883,5714,3403,6533,,4084,3563,2713,4913,,2946,,,,3256,10900
YNL256W,FOL1,Verified,3780,3565,65,,2256,542,9011,590,5777,2424,5518,5177,,4543,2587,,,,2344,,,,,4590
YNL050C,YNL050C,Uncharacterized,3824,3569,48,,6986,1333,,,3452,,4309,3685,,3176,,,,,,,,,,
YMR285C,NGL2,Verified,4050,3570,52,,3083,1118,,,4946,7073,3375,5616,5592,6897,,1669,,,1611,,,,,3570
YOR094W,ARF3,Verified,3575,3570,40,,4314,986,,,2806,,2482,3732,,5718,3059,,,4774,4159,3408,5526,3292,4555,1240
YKL207W,EMC3,Verified,3261,3572,66,,1704,2596,,232,4585,,4938,4547,,6343,,1139,,,,,,,,
YKR038C,KAE1,Verified,3353,3573,45,,5353,1294,,740,3417,1204,4747,4470,,5598,3480,2019,4141,4260,3573,,3600,4312,3530,1270
YPL118W,MRP51,Verified,3900,3574,65,,1704,587,1558,7592,2590,,2570,5599,8958,5567,,4314,3574,,2142,,,5885,5211,656
YLL040C,VPS13,Verified,5129,3576,90,3576,3708,1127,,391,10091,4374,16027,7610,15162,3313,3377,2527,,3397,3009,,,4546,4831,125
YKR084C,HBS1,Verified,4275,3580,45,,5766,2867,2042,5834,5572,7773,8764,5100,2299,5281,3537,,3424,2586,3624,2366,,2849,4511,2750
YGR277C,CAB4,Verified,4676,3586,70,,9480,2578,3718,6175,1535,,3562,4533,10081,11198,2108,1696,,,2000,,,,3189,3610
YLL023C,POM33,Verified,4048,3588,56,,9241,1980,,,452,,6621,3869,5900,1929,3496,2585,3588,7029,2686,3265,3682,4816,5991,1680
YPR180W,AOS1,Verified,4161,3588,41,,3894,2246,,7352,3720,3457,3059,3760,3386,6766,,,3381,,2643,,,2842,4313,7430
YDR277C,MTH1,Verified,3589,3589,,3589,,,,,,,,,,,,,,,,,,,,
YPR144C,NOC4,Verified,3608,3589,44,,2153,2672,,768,3485,2963,4398,6375,,7057,4231,,3903,2800,3608,,4068,3571,4045,1630
YLR275W,SMD2,Verified,4980,3590,80,,8744,2937,,13194,,,,3543,,4107,,2881,,,,,,3636,,799
YNL288W,CAF40,Verified,4799,3590,96,,1815,432,,9442,1949,,761,3590,1499,3246,3443,,4430,,5126,,6777,6746,3931,18800
YOL056W,GPM3,Verified,3660,3592,49,,2105,159,,,4238,6121,7738,2743,,4648,3975,2828,3455,,3861,,,2634,3008,3730
YLR350W,ORM2,Verified,3970,3593,61,,11326,1641,,,3516,1132,3675,1644,,2752,3167,3052,3838,6006,2599,,5867,3670,4386,5240
YBR261C,TAE1,Verified,4510,3594,51,,6873,7806,,,8756,4175,6365,5441,1832,3594,2344,2278,,,2939,,,,3168,3060
YHL013C,OTU2,Verified,5157,3598,131,,4674,2822,28599,989,6493,,,3846,,6056,2179,2363,3598,6272,2387,,,3251,3648,172
YFR006W,YFR006W,Uncharacterized,5191,3600,83,588,7296,2020,,1301,5938,10826,5162,5360,11524,16613,2597,2410,5703,2339,2398,,,2572,3600,
YJL199C,MBB1,Uncharacterized,3600,3600,95,,6018,,,,,,,,,,,1182,,,,,,,,
YOR220W,RCN2,Verified,6738,3606,110,,28899,4366,,,4775,8327,3504,2998,,11394,3427,2622,3606,,2035,,,,10675,967
YKR003W,OSH6,Verified,4294,3607,68,,3607,2288,,465,10983,4961,5196,10832,2120,7176,2882,2699,4237,2849,2397,,,3737,4023,2550
YMR188C,MRPS17,Verified,4260,3609,75,,2740,368,1271,14565,3544,,2424,3850,10017,3503,4000,4734,4146,3142,3883,,4466,3597,3621,2810
YOR150W,MRPL23,Verified,3845,3609,58,,2273,1048,1484,1416,3050,,,3737,,9977,,4585,3964,4590,3481,,3609,4488,3236,6730
YCR011C,ADP1,Verified,3200,3611,43,360,2531,2896,,3646,3611,3815,3951,3255,,2529,3805,,,5887,4573,2366,4166,2698,3973,339
YLR395C,COX8,Verified,4230,3613,86,,15065,1992,,,1877,,5548,6744,,2302,,3970,4454,3613,2173,,,2649,3931,672
YDR367W,KEI1,Verified,3111,3614,59,,367,62,,,1215,,,3410,,951,4115,3972,3808,3909,3824,3017,4808,6680,,3420
YLR357W,RSC2,Verified,3705,3616,44,6344,2924,503,,,4926,,3917,2986,,6148,3852,,3379,,2841,,,,4313,2330
YEL063C,CAN1,Verified,5068,3618,94,1814,1381,,,,3545,,,,,507,,,,4784,,,11474,13348,3690,
YFL008W,SMC1,Verified,4078,3618,53,,2877,1333,,,6679,4106,6072,8779,,1924,3618,2942,3778,2676,2527,,,,,5710
YPR159W,KRE6,Verified,5161,3618,106,921,5985,418,,,2260,6486,2137,3251,24390,3618,2520,,,3656,1586,3283,7267,8422,6775,4760
YIL004C,BET1,Verified,4928,3620,73,,6557,3620,,,3345,,,2539,12320,1787,,,,4331,,,,,,
YAR014C,BUD14,Verified,3839,3621,69,,8479,344,1201,,3390,7716,,2799,8400,1079,4076,,4410,,3567,,3763,4200,3621,538
YKL032C,IXR1,Verified,4186,3621,74,,12521,219,,2504,3642,,,5715,,876,5454,1209,4900,3034,6315,,6105,2514,3600,
YMR158W,MRPS8,Verified,4277,3622,70,,6650,2080,1633,1189,,2634,5511,4610,,9909,,,,,,,,,,
YPL030W,TRM44,Verified,4143,3625,59,2985,2394,2134,,361,4966,1967,9877,8411,,4233,4547,,3625,2656,4376,,3546,2821,3810,7720
YOR383C,FIT3,Verified,3625,3625,,,,,,,,,,,,,,,,,,3625,,,,
YMR214W,SCJ1,Verified,4577,3626,71,533,2015,2291,1443,3771,7084,11721,4959,3480,4951,8207,2076,2189,,,1850,8398,,,,8260
YFR049W,YMR31,Verified,4105,3626,58,,7880,2340,,,3865,2298,3757,5963,,9046,2445,1157,,6638,2556,,,3496,3973,2050
YDL132W,CDC53,Verified,4706,3627,67,,3627,3275,1682,2836,9379,5241,7237,8211,4922,10959,,2115,3627,,2390,,,,,377
YML025C,YML6,Verified,4769,3628,113,,4974,1195,1579,26126,3793,5033,2865,4152,6645,2854,2653,3513,5293,3095,3050,,3628,5123,3860,1180
YLR401C,DUS3,Verified,4385,3630,56,,2700,2148,,,5412,3022,3705,7590,6451,9283,,2318,,,1982,,,,,3630
YDR068W,DOS2,Verified,5200,3630,88,,21884,3588,,4700,5033,,3436,4663,,6093,3342,2844,3560,2772,3529,,3673,4949,5857,3270
YMR067C,UBX4,Verified,3737,3630,48,,7892,1817,4088,688,4475,4581,3135,6118,,4210,2771,,,,2196,,,3084,3690,3570
YGL129C,RSM23,Verified,3644,3631,77,,4327,1983,338,254,5070,,4626,12508,,2540,2948,3941,,4652,3320,,3960,2533,4002,1300
YGR241C,YAP1802,Verified,3924,3634,74,,11564,264,,,2650,5306,,1563,,1014,3634,,,,3329,2102,3862,4532,4386,6800
YKR039W,GAP1,Verified,19260,3634,237,4023,2687,22,,,3246,,,7830,,,11597,,,2895,148815,,,8341,3141,
YGR245C,SDA1,Verified,4190,3640,74,,2796,1810,,535,7677,10160,7308,5126,1462,4394,,1181,,,,,,,,3640
YPL221W,FLC1,Verified,3290,3642,74,,946,275,,,3642,,4121,1899,,453,4420,,,4366,4240,,8770,3055,,
YGR233C,PHO81,Verified,4453,3643,69,,1007,2554,,,2689,8856,4659,11139,5363,4581,,1565,,,,3643,,,,2930
YJR101W,RSM26,Verified,4925,3647,76,,2402,3064,,17475,6429,7383,5222,4169,6112,8216,3376,3709,3647,2484,2531,,,2026,3413,2060
YMR153W,NUP53,Verified,4148,3648,54,,5304,996,,1658,5255,,5380,8925,7050,2453,4801,3000,,,3393,,,,3648,2060
YNL310C,ZIM17,Verified,6312,3648,117,,4838,1362,,191,5064,3370,6461,2891,2047,8888,20195,,4235,,26766,,,3208,3648,1520
YMR130W,YMR130W,Uncharacterized,5969,3649,112,,3852,2382,21923,2584,1541,4249,,3446,,7776,,,,,,,,,,
YIR003W,AIM21,Verified,5267,3655,95,,18190,1978,2179,,8451,3370,4433,5968,15016,1491,2942,,3655,,2998,,,3854,4023,450
YOR163W,DDP1,Verified,4790,3655,72,,3612,2885,,,1824,11547,2865,3083,,14576,2096,2636,4858,4209,3698,,4325,5236,5754,3440
YLR328W,NMA1,Verified,5297,3656,109,,3299,1214,27189,,4314,5390,3129,5310,,6389,5354,3371,3656,2695,3840,,3546,2667,3551,5130
YGR195W,SKI6,Verified,3452,3656,48,,3469,722,1148,4527,1874,1306,2632,1336,,6306,5631,4546,4810,4626,4018,,3844,2755,3441,5150
YJL196C,ELO1,Verified,6181,3658,96,,2675,246,,,1407,,1274,2095,,880,9446,4641,6112,20291,11423,1766,10375,12311,13020,937
YER030W,CHZ1,Verified,7078,3660,206,,57421,719,,,3115,2390,,1546,,3892,3428,4386,4814,4787,4939,,4032,2993,,623
YPR024W,YME1,Verified,5352,3662,87,1468,6848,1357,1626,2562,8940,4454,6349,8883,7481,7616,3662,2202,,2320,2638,,,2485,,20100
YDR531W,CAB1,Verified,3922,3663,49,,5542,661,1469,6020,3276,,5483,4401,,6865,3207,2550,,3536,3789,,,1922,,6190
YER034W,YER034W,Verified,3680,3666,50,,4141,1004,,,2790,4377,1194,4809,5462,8053,2771,3713,,3455,3666,,,3636,5035,1100
YKL068W,NUP100,Verified,4592,3667,95,,19800,1129,,2558,5896,2982,4447,6750,4826,1988,4643,3488,3808,2912,3525,,,,4364,358
YOR008C,SLG1,Verified,4268,3668,83,,9312,271,,,3342,,,1091,11812,,3994,,,2906,5376,1595,6526,4330,,664
YJR080C,AIM24,Verified,3273,3669,29,,3883,1088,,,3029,3888,3838,3775,4576,3993,,3240,,,2092,,,3669,3189,2290
YDL161W,ENT1,Verified,4272,3669,58,,11066,1750,,1675,3949,,2682,6775,8162,2584,4234,3054,6126,2715,3213,3105,4005,3669,3860,
YCR090C,YCR090C,Uncharacterized,3587,3669,30,3380,5646,4265,,,2710,,3922,2545,5513,3915,,2480,4250,2746,2597,,,2196,3669,3970
YNL052W,COX5A,Verified,6150,3670,113,,25008,342,,,1266,,5944,5094,16814,4225,,,,3305,3575,,4974,2550,3189,3670
YNL108C,YNL108C,Verified,4873,3675,84,,4006,4209,5400,2012,8669,7017,4725,5580,2132,18404,3020,2549,,,2879,,,2074,3345,1950
YDR150W,NUM1,Verified,7299,3679,96,564,3301,2286,,,19480,16512,18082,11631,,4450,2696,2571,,,1953,,,4058,,
YJR103W,URA8,Verified,5097,3680,69,1663,8611,2224,,,7296,4159,8976,3202,3148,12456,,1157,,2973,1690,2619,,5078,10926,5370
YOR124C,UBP2,Verified,4429,3682,72,283,4088,1355,,888,8337,7443,8354,9609,4444,7378,2206,,,,1931,,,,3277,2420
YGL101W,YGL101W,Uncharacterized,3864,3684,54,,2450,3471,,1182,4057,2861,3070,2832,4785,10782,3145,3897,4025,4225,4695,,3934,2518,6127,1500
YDR257C,RKM4,Verified,3631,3686,35,,2560,2974,,1049,2284,3195,2445,4380,,4733,6351,2598,3613,5379,3686,,3727,4696,4045,4010
YHR147C,MRPL6,Verified,4131,3688,82,,2111,900,,13913,4068,1106,3688,4458,,6250,2153,,3512,,1839,,,,4023,5680
YFL036W,RPO41,Verified,10716,3689,114,274,480,98,,,1763,2292,1186,4515,,2863,28099,1570,8577,17836,29867,,36677,17569,17794,
YER107C,GLE2,Verified,4283,3690,54,,8199,984,4586,,5468,6774,3590,3861,5262,10005,3375,2319,3690,3708,2840,,,3165,3168,1820
YOR098C,NUP1,Verified,4100,3690,57,406,7336,1308,,,6415,4654,3346,5694,9455,4492,3380,3093,3377,5158,3824,,3600,,3690,468
YGR074W,SMD1,Verified,4463,3691,60,,7957,452,,,2403,3096,4790,2872,10897,8274,4170,4726,4794,2981,3691,,,3435,,2400
YKR067W,GPT2,Verified,4288,3692,77,2426,4088,819,,,6123,3183,5144,3252,16087,4241,5162,2400,,3729,3692,2400,,2877,4167,3100
YOL105C,WSC3,Verified,3698,3698,96,6202,,,,,,,,,,,,1194,,,,,,,,
YPR073C,LTP1,Verified,5102,3698,73,,9592,13104,,1650,4819,1040,4980,7251,4121,12848,,3011,3897,2434,2770,,,3411,3209,3500
YNR037C,RSM19,Verified,4575,3699,73,,3699,1464,2163,,1949,,,4300,9131,9320,,,,,,,,,,
YGL213C,SKI8,Verified,3798,3702,36,,4864,1744,,1918,3861,5678,6621,4605,,4320,3084,3544,4373,3186,3199,,,3209,4854,1710
YDR031W,MIX14,Verified,5756,3705,90,,14209,4383,,,,,3027,1698,9969,,,1251,,,,,,,,
YPL228W,CET1,Verified,8143,3705,196,,6503,1562,,1408,5353,5927,3043,5526,63162,7803,2621,1230,,,2452,,,,3510,3900
YPR170W-B,YPR170W-B,Uncharacterized,3706,3706,,,,,,,,,,3706,,,,,,,,,,,,
YGR095C,RRP46,Verified,4462,3707,62,,8986,1722,1648,3766,2007,9296,2800,983,4357,6784,3649,4410,4892,,3372,,4668,2965,3209,10800
YOL055C,THI20,Verified,4951,3708,83,,7636,864,1419,,3394,6292,12658,3708,,4197,,,11174,,,,,2927,,195
YCL034W,LSB5,Verified,4356,3709,77,,13055,787,,,1382,5713,2229,4331,5345,7310,,2001,,,2708,3444,,,3973,
YNL306W,MRPS18,Verified,3554,3710,44,,5968,185,3360,,2267,,3883,3710,2429,3679,,,3730,,,,,,4585,5300
YOL077W-A,ATP19,Verified,5308,3710,107,,23123,5912,,,5633,,10005,5564,256,4742,2343,4031,,3388,2731,,,2208,3054,1320
YDL193W,NUS1,Verified,3729,3711,46,,2530,1027,,,3131,3376,2659,1176,,2565,,4149,,6351,4950,4199,5199,6847,4045,
YER164W,CHD1,Verified,3683,3713,56,347,5023,1139,,1102,8788,5043,6590,4550,,3494,4703,3798,4064,2855,3513,,3628,2092,3952,1620
YOR252W,TMA16,Verified,3599,3718,53,,6686,565,304,,1595,6640,2605,4069,,3798,3790,3646,4115,,3618,,3600,,,5350
YMR264W,CUE1,Verified,3996,3719,64,,7050,1822,,,4031,1232,,3422,6448,7654,,,,,,,,,3719,589
YLR409C,UTP21,Verified,4130,3719,51,,3340,1361,,827,3341,6844,2089,5774,,5930,5415,5673,4097,8163,2467,,5414,3318,,2020
YKL088W,CAB3,Verified,3121,3727,41,529,2466,1791,866,2762,3836,1698,3158,4207,,4977,,,4037,3869,4040,,3727,3886,4262,2940
YJR143C,PMT4,Verified,4848,3728,59,3728,2606,3307,,5227,7752,6948,8273,5298,3447,10728,,1387,,,,3052,,,,1270
YPR048W,TAH18,Verified,12797,3729,210,9756,1813,925,,1371,2419,,6491,4690,83981,3729,,,,,,,,,,
YAL019W,FUN30,Verified,4049,3730,57,667,3249,1122,,,6567,8836,4048,5397,,3730,3859,,,,2538,,,2543,3277,6800
YDL134C,PPH21,Verified,4854,3736,67,,7352,3090,,,5435,,5397,3949,3044,14536,,2939,3736,2941,2727,,,2334,,5620
YBR166C,TYR1,Verified,4153,3737,45,,6379,3127,3867,3151,5215,3560,4456,9836,,1717,4831,3614,3714,2301,4756,,,3737,4167,2180
YDR116C,MRPL1,Verified,4080,3737,55,,3790,701,1745,4764,3685,,1497,5368,,9122,2764,4464,3484,7106,2627,,,2796,4364,7010
YLR174W,IDP2,Verified,5419,3742,96,,7926,88,2920,3742,,4634,5713,,17956,3173,,,,,,,,,,2620
YIL124W,AYR1,Verified,6628,3744,127,911,8138,2869,,34399,2984,6036,,4386,888,14593,,,3744,4811,,1734,,3683,6579,3670
YHR099W,TRA1,Verified,4308,3744,67,2618,1316,331,,,4644,3496,6031,7046,9542,3744,,,,,,,,,,
YJL010C,NOP9,Verified,4330,3745,43,,2234,2665,,2844,3587,7496,3974,8150,2327,3903,6292,6841,4768,3086,5266,,5594,2862,3121,2930
YBR036C,CSG2,Verified,4948,3749,91,17275,494,,,,3188,,,1862,,1946,4434,4309,,3045,6868,1925,8463,5565,,
YIL091C,UTP25,Verified,3556,3750,65,,3936,1202,,401,4996,3750,3757,9977,,4738,3185,4203,3427,2631,3954,,,3014,,172
YIL064W,EFM4,Verified,3875,3752,40,,5046,3149,,,5885,,3752,3083,5130,5382,,1830,,,,,,,,1620
YJR086W,STE18,Verified,6460,3752,106,,26668,1848,,,3728,,3445,1258,14155,11739,3619,,,3776,,4904,3853,2598,3304,5550
YEL044W,IES6,Verified,4495,3753,91,,16228,1339,,,2372,875,4652,3443,,4289,,,,6715,2745,,,4063,5496,1720
YGL028C,SCW11,Verified,7090,3756,109,,8070,195,1541,,4256,,,1194,18213,,,,,,,1688,,9886,3256,22600
YDR055W,PST1,Verified,4832,3762,73,,4765,1606,,6566,4520,3833,7135,5152,13931,1773,2172,,,,2435,2825,3691,2022,3189,11700
YMR222C,FSH2,Verified,6098,3763,152,,12353,1301,,,4307,,2865,2330,38088,1355,5063,3763,3819,4248,3451,,,2395,5058,1070
YPR156C,TPO3,Verified,4586,3768,64,,3529,638,,,2995,1997,3749,3865,5144,1196,4513,,3768,8717,5423,2184,10871,9891,6718,2760
YMR272C,SCS7,Verified,4610,3771,49,,6178,3615,,2988,9381,,7322,6975,,3317,3821,,3720,8064,2193,1829,3898,4090,3075,3290
YOR103C,OST2,Verified,4585,3771,55,,1935,3571,,,3315,9884,3972,3771,7093,2366,,,,,,5354,,,,
YFR047C,BNA6,Verified,6928,3771,112,,5668,3620,,33158,3616,7319,11970,5384,8153,7428,3003,2334,,2595,3771,,,,3236,2660
YGR048W,UFD1,Verified,4367,3773,46,,7259,1398,,4261,3891,,3880,5265,7167,9155,2838,3603,6111,3773,3304,2316,3763,2724,,3530
YJL128C,PBS2,Verified,4076,3777,43,,7163,2282,,762,3294,4150,5768,6445,6809,3280,3463,,3842,,4100,,4440,3712,3551,2160
YKR068C,BET3,Verified,5096,3778,69,,6587,2262,,13465,5420,5848,1924,1496,8760,11622,2767,2982,3377,5263,3219,4180,,,,2370
YHR132W-A,IGO2,Verified,6731,3781,182,,50608,1456,,,4894,7512,3771,3005,,1412,4495,4448,,3458,3993,,3781,2466,4262,1400
YCR016W,YCR016W,Uncharacterized,4929,3782,57,,12603,3375,,6176,5950,3504,3891,8636,2362,6998,3782,,4071,3434,3660,,,,3648,1850
YGL082W,YGL082W,Uncharacterized,4409,3783,49,,9399,1102,,1409,4138,5761,6462,3602,4042,7653,3828,3215,3519,4428,3036,2791,,3737,3621,7620
YER074W-A,YOS1,Verified,3784,3784,35,,,,,,,,,,4714,2855,,,,,,,,,,
YMR292W,GOT1,Verified,3615,3785,30,,4619,1593,,,,,,2416,,,3778,,4163,4225,3792,,5268,2767,3530,
YMR174C,PAI3,Verified,7617,3787,146,,38725,2308,,,,,8514,2929,4645,5808,,2687,,2578,,,,2431,5543,
YPL137C,GIP3,Verified,3045,3789,51,,1387,191,,,4227,2719,3803,2642,4990,1678,4617,1137,4317,2595,4074,,3871,5066,3789,656
YMR043W,MCM1,Verified,4647,3789,66,,10197,,2524,,800,,,,9865,3362,2617,5332,,4421,2665,,3844,2026,3789,8970
YNL158W,PGA1,Verified,3612,3789,45,,,202,,,,,,,,3063,4318,4019,3732,3521,3898,,4254,1992,3789,6940
YGR260W,TNA1,Verified,6823,3790,108,5672,2537,409,12457,,2381,,1939,3580,,626,2622,23492,7691,24030,4000,1861,6484,9392,,
YMR061W,RNA14,Verified,3765,3794,41,,4815,1136,,1189,3723,5326,3864,5433,5609,4824,2583,,,3515,2350,,,,2988,5350
YIL105C,SLM1,Verified,3873,3797,43,,6215,1323,,1786,4206,4438,4284,3881,8066,2843,2746,3032,3644,,2672,,,3712,3931,5190
YMR039C,SUB1,Verified,4887,3798,68,,14727,1782,2826,,6188,2258,3943,4687,8364,4298,3687,3798,,2301,3162,,,,3461,7820
YLR114C,AVL9,Verified,3550,3799,47,,4581,1000,,2508,6204,1813,4146,3788,2654,1066,3046,,3899,4512,3385,1829,3996,3810,4167,7500
YKL215C,OXP1,Verified,4385,3801,59,306,4998,1772,,423,6451,5756,8851,6256,9869,6970,3125,2522,3600,3320,3196,,,4339,4002,3180
YBR245C,ISW1,Verified,4897,3806,62,1656,6387,2178,2411,3521,9924,8909,10627,10530,3548,6337,6304,1210,4369,3503,3638,,4183,3236,3973,1500
YNL268W,LYP1,Verified,5839,3806,103,,1027,105,,,3980,,,1013,,1673,19131,,3633,5915,,,15019,10544,5442,2580
YGL050W,TYW3,Verified,4554,3821,58,,6268,1354,,3718,2654,5714,3925,9003,,8063,,1450,,,,,,,,3390
YLR274W,MCM5,Verified,5282,3825,68,,2901,485,3220,,3021,5958,7308,3286,11976,4363,,,,,,,,,,10300
YBR130C,SHE3,Verified,4322,3826,46,,8139,2320,1420,,7880,4966,5591,5927,5769,3674,3637,3032,3826,3521,3576,,,5354,3831,1010
YJR113C,RSM7,Verified,3779,3827,49,,8140,1225,698,,4544,,4071,3955,6539,3307,3698,4318,4435,3591,2709,,,4195,3690,1340
YMR196W,YMR196W,Uncharacterized,5052,3828,65,,7796,581,,1356,8826,2919,8171,3629,9161,3972,2197,,3684,9905,1548,,,8960,5912,2220
YGR235C,MIC26,Verified,3732,3828,36,,3828,1366,2468,5993,5445,,4410,4329,,1863,3162,4481,,4041,3552,,3591,2236,,5220
YNL219C,ALG9,Verified,4112,3829,42,,3373,1365,,2757,4990,8103,3430,2408,6872,4124,4743,3512,,5675,4165,3534,4440,2305,,
YLR363C,NMD4,Verified,3636,3829,45,,1404,1298,,,2256,,603,3806,,2908,3829,4582,3712,4073,4756,,4572,5440,5211,6090
YML007C-A,YML007C-A,Uncharacterized,3808,3831,19,,,,,,,,,,,,4513,2605,,3825,4267,,,,3831,
YJL098W,SAP185,Verified,4270,3834,72,,1197,459,,,3834,8413,4020,4663,,3223,3325,4036,,,2602,,,,,11200
YOR320C,GNT1,Verified,3642,3835,64,,3021,596,,,3323,,6462,6051,4348,5098,,,,,,,,,,238
YBR092C,PHO3,Verified,5921,3838,117,,2610,2330,,,7031,6521,3475,5337,24765,4201,,1987,,,,,,,,952
YGR184C,UBR1,Verified,3112,3840,51,,2020,307,,,3897,4688,2522,4508,,3840,,,,,,,,,,
YER143W,DDI1,Verified,5254,3840,75,,3703,1353,3035,15678,5988,3840,9230,6197,,6540,2170,,,,2010,,,2051,,6510
YGL246C,RAI1,Verified,3863,3843,27,,5704,2437,,,2211,5185,3355,3879,,5390,4095,3696,3838,4450,3843,,,2553,3277,4030
YHR114W,BZZ1,Verified,4938,3845,58,,5580,2631,683,2429,8675,10389,6637,5738,10323,3924,3107,,3765,,3267,,,2870,3551,5440
YOR273C,TPO4,Verified,7357,3846,120,,4141,48,,,2039,,,502,,553,6191,1133,3846,17755,3461,1579,6543,29365,11799,21400
YNL166C,BNI5,Verified,4948,3847,65,,14192,2192,,314,6890,7205,3504,8269,,4081,3739,,3703,3847,3050,,4738,3737,4756,
