Systematic Name,Standard Name,Qualifier a,Mean molecules per cell,Median molecules per cell,Coefficient of Variation,LU,PENG,KUL,LAW,LAHT,DGD,LEE2,THAK,NAG,PIC,WEB,TKA,BRE,DEN,MAZ,CHO,YOF,NEW,LEE,DAV,GHA
YDR063W,AIM7,Verified,6267,3849,94,,21615,4436,,,3701,,1766,4780,12057,15777,,3330,3996,4357,2368,,,3442,3075,3040
YNL330C,RPD3,Verified,6123,3850,114,,9281,2302,,3746,7146,5686,3995,4921,31662,9860,2712,3240,3681,3953,2567,,,2123,3372,3850
YML117W,NAB6,Verified,3679,3850,52,,3872,810,,,3435,,4707,3850,6339,1841,3138,2746,4155,4305,1864,,,8371,4218,1540
YHR112C,YHR112C,Verified,4604,3852,70,,4276,3443,10202,4751,1099,,2969,3852,,9487,,,,,,,,,,1360
YDR041W,RSM10,Verified,3922,3852,64,,3847,670,810,7777,3857,,3956,4156,,6105,,2643,,,1593,,,,3168,8480
YJL054W,TIM54,Verified,4281,3862,54,,6154,1597,,,6029,3696,4028,5727,,8710,2186,2179,,,2507,,,,,
YIL155C,GUT2,Verified,7363,3864,171,512,10106,1142,9299,53325,3941,4864,7629,6735,6283,2768,,1281,3786,,1733,,,2739,,1670
YOR138C,RUP1,Verified,3945,3867,43,,5616,1094,782,4279,5415,,2361,3087,7268,3785,3519,3552,3948,,3723,,,4688,4074,5930
YHL007C,STE20,Verified,4324,3869,55,,9314,879,1683,,5903,3319,3763,5136,9023,4526,3869,,3807,3494,3688,,5328,4282,5234,259
YER083C,GET2,Verified,5182,3871,56,,7596,5059,,12449,5877,1383,7817,7081,9701,3785,3730,3154,,2336,3563,3408,3871,3019,4262,
YPR063C,YPR063C,Uncharacterized,5750,3872,94,,22639,10790,,,1030,2228,7697,8880,,3469,3819,2183,3872,4373,3845,,,4585,4704,2140
YNL185C,MRPL19,Verified,5566,3873,75,,9043,2362,2413,3029,3398,8410,4862,4934,17066,13685,,4485,3873,3564,2711,,3664,3927,,3190
YFR001W,LOC1,Verified,5272,3874,82,,10192,3735,1407,15383,3917,4172,1887,4903,14954,4182,,4569,3832,,1757,,,2675,3141,3650
YER105C,NUP157,Verified,3992,3875,41,,1750,1029,,,7143,7480,3619,4262,,4063,3902,3502,3846,3847,4649,,3754,2052,4555,4420
YLR106C,MDN1,Verified,5887,3876,92,2205,4106,1883,,714,11201,13982,14882,17188,5715,6773,2684,,4082,,1761,,,2810,3669,538
YNL062C,GCD10,Verified,4162,3876,52,,4256,1636,,,3320,8727,1126,7876,4539,4250,5275,3428,3876,,3219,,,,,2580
YBR172C,SMY2,Verified,4320,3877,52,4597,5953,1752,,,6255,4173,3864,7546,5871,2272,3582,4488,3542,,3796,2895,3889,2632,10161,486
YER174C,GRX4,Verified,4679,3878,43,,6498,2373,,5168,3330,7001,2969,3878,3136,6843,,,,2467,,,,,,7800
YDR237W,MRPL7,Verified,3329,3880,37,,3880,988,4396,4312,2434,,4128,4603,2523,2694,,,,,,,,,,
YGR280C,PXR1,Verified,3876,3881,42,,3264,1073,,,4279,8027,3294,3287,4576,1723,4909,,4123,,3913,,4861,3081,,3850
YGR250C,RIE1,Verified,3554,3891,47,692,5309,499,,4766,4924,,3891,5967,1061,3708,2972,4128,4077,4206,2880,,,5641,3789,1910
YLR433C,CNA1,Verified,4420,3891,61,,4406,1115,1008,,4454,8087,2486,3175,11206,4672,4480,1210,3720,2800,3738,,4032,3750,8172,7040
R0020C,REP1,Verified,4268,3891,64,,1826,,,,1456,2332,5450,7530,,7013,,,,,,,,,,
YGL231C,EMC4,Verified,4700,3893,74,,14960,1524,,562,5539,4205,5641,6413,6814,8442,2765,2817,,,2565,4539,3582,,3510,1320
YDR348C,PAL1,Verified,4426,3893,65,,13666,1230,,,5308,5785,3893,3971,5808,4118,3629,,4427,2843,3418,,,3806,3008,1480
YLR004C,THI73,Verified,3894,3894,,,,,,,,,,,3894,,,,,,,,,,,
YOR145C,PNO1,Verified,5173,3896,55,,6678,3315,,1310,3896,6477,3003,9590,8774,3511,,,,,,,,,,
YOR356W,CIR2,Verified,5822,3898,73,,3353,2458,,17962,8759,2197,6928,5901,13377,7427,3546,,6213,2701,3020,,3898,2810,5111,3320
YNL206C,RTT106,Verified,4675,3898,69,,11002,1509,,4013,4688,,7856,4448,5669,1749,3065,1473,3784,,2089,,,,3008,11100
YGL190C,CDC55,Verified,4794,3899,57,,3728,2751,1799,4175,9684,4727,8546,8922,,4336,2919,2434,,,2148,,,3899,3236,8600
YJL208C,NUC1,Verified,4355,3900,57,,5550,1463,,9195,3900,1462,4525,2577,5883,7294,,2186,,,,,,,,3870
YHR199C,AIM46,Verified,3638,3902,37,,3503,2780,,1818,4117,,6116,3687,4372,4121,,1450,,,,,,,,4420
YOR217W,RFC1,Verified,4267,3902,40,,5634,1721,,,7245,6089,5732,5547,,4770,3516,3132,3407,,2420,,,,3902,2360
YGL201C,MCM6,Verified,4309,3904,63,,4560,551,2198,1542,3515,4489,2829,3629,5554,4147,,3976,4761,3570,3480,,4112,7417,3831,13400
YKL143W,LTV1,Verified,4181,3907,48,,5415,1684,1733,,5797,7716,3119,4429,6083,7166,5832,,3907,2617,3726,,5008,2724,3530,589
YBR077C,SLM4,Verified,4155,3907,30,,7424,3021,,,4970,5384,4775,3756,,3349,2322,4758,3557,3603,4626,4731,4059,2660,,3490
YDR119W,VBA4,Uncharacterized,4306,3911,65,,5729,685,,,3490,1847,1536,4332,,1258,9292,,5269,3485,9613,,6593,2222,4929,
YHR197W,RIX1,Verified,4645,3911,45,,3911,2509,,2871,4706,4680,4938,8848,2160,7177,2686,6691,3523,,3460,,3691,,,7820
YNL137C,NAM9,Verified,4479,3915,67,,4256,1155,1935,3876,4405,10533,4881,11826,5145,4675,,3219,3915,2355,1734,,,,,3270
YHR132C,ECM14,Verified,4669,3917,77,,2663,2405,11710,,3917,3972,7684,7384,5630,12002,,1224,,2393,1625,4406,,2553,,468
YGL041W-A,YGL041W-A,Uncharacterized,8814,3919,92,,18519,1706,,,3919,,,3217,,16711,,,,,,,,,,
YNR003C,RPC34,Verified,4087,3920,68,,4436,1459,,658,2154,6151,3403,9087,,5346,,,,,,,,,,
YNL163C,RIA1,Verified,4361,3921,46,,3173,1552,,1849,6848,6274,7103,3986,,6396,,,3856,2915,2027,3176,4325,3236,5287,7770
YDR322W,MRPL35,Verified,4463,3928,58,,3043,994,2179,3837,4102,2729,3445,6147,12705,6054,2217,4483,4631,5189,3131,,3736,4018,,7700
YMR011W,HXT2,Verified,8351,3931,143,12228,2248,1890,,,2640,6676,1365,1271,,1506,6575,20973,3811,3671,12660,4330,50222,5965,3931,
YLR129W,DIP2,Verified,5172,3932,75,,2980,3007,1496,504,4857,5811,11838,11105,2755,6453,,,,,1645,,,,,9620
YNR022C,MRPL50,Verified,4091,3934,46,,3828,1391,,8632,2068,,1934,4752,,6547,2906,4825,,4794,3592,,4041,3705,4262,
YDR083W,RRP8,Verified,4017,3935,33,,3825,1788,,,5098,5501,4046,5671,,5568,3151,,,4903,2543,,,,3324,2780
YGR256W,GND2,Verified,5962,3940,100,11518,15258,118,,,1260,3940,7421,1892,16404,5866,,1352,,,,,,,,556
Q0140,VAR1,Verified,4046,3940,51,,6025,1249,,,3907,,2403,6719,,3973,,,,,,,,,,
YPL234C,VMA11,Verified,4132,3943,61,,1889,2406,,,3800,,1800,3060,,1925,4350,,4785,8256,4085,,8317,7830,4809,538
YDL188C,PPH22,Verified,5087,3949,79,,10502,2042,,,5030,2486,4219,3949,7138,15878,,,3412,3314,2080,,,1972,,4110
YKL018W,SWD2,Verified,4588,3950,84,,3879,1899,,,2637,,4020,4335,6042,13188,,,,,,,,,,704
YHR148W,IMP3,Verified,5500,3952,105,,2720,2143,,2191,3952,6046,707,5271,20072,6396,,,,,,,,,,
YPR169W,JIP5,Verified,4558,3955,51,,3845,1933,,,4955,10612,4894,3932,,4267,3453,4289,3955,2625,2748,,,,,7750
YKL008C,LAC1,Verified,4505,3956,60,,2435,1516,,,3956,8444,4873,441,11079,731,5793,,3946,5664,3768,4501,6518,3857,6231,2840
YLR363W-A,YLR363W-A,Verified,4181,3958,43,,1889,1635,,,3706,3618,,1474,6153,2990,6418,6251,3914,5030,4673,,6164,2325,4002,6650
YNL088W,TOP2,Verified,5857,3960,72,,3880,1759,,,10092,11322,17180,6254,7804,4575,3091,3509,3960,2681,2368,,,,3648,5730
YHR041C,SRB2,Verified,3970,3966,57,,5077,2201,,4715,4446,3487,1335,1464,8217,7045,,,,3966,,,,,,1720
YPR182W,SMX3,Verified,6163,3969,142,,35968,427,2718,,2341,,,2649,,13900,5249,3969,4460,2758,4659,,3996,2325,4459,2570
YKR062W,TFA2,Verified,4178,3969,63,,9556,1956,,1260,3969,5248,6837,7733,,5979,2779,1134,,4219,2838,,,2175,5833,1150
YML062C,MFT1,Verified,3892,3969,32,,5108,975,,,5699,3969,3730,4214,4404,,4212,3107,4643,2886,2804,,,3534,3189,5910
YDR156W,RPA14,Verified,7820,3969,133,,36312,2029,,,3424,9566,4410,1651,,15854,4526,1180,,,3969,,,,,3100
YOR069W,VPS5,Verified,4489,3969,71,10400,7828,1326,,564,4042,4665,3969,4867,11224,1623,2746,2195,,,2420,,,,3345,6120
YHL004W,MRP4,Verified,4582,3969,75,,1640,892,597,15708,5237,3588,5102,3969,1246,9131,2701,4148,6702,4672,3012,,3826,3947,4045,6890
YBL057C,PTH2,Verified,3894,3970,52,,5880,2967,3869,,4190,6707,4071,4479,,7457,,1173,,,1826,,,1915,,2190
YML035C,AMD1,Verified,4866,3973,38,,5348,2789,3204,3392,7143,5963,7179,9858,4035,6711,2990,4878,3971,3881,3790,,5799,3635,3973,3910
YLR387C,REH1,Verified,3857,3973,36,,4959,1738,1337,1750,2613,5096,4783,6564,4033,4714,4355,3803,3955,3705,4909,,5017,3737,3973,2240
YEL022W,GEA2,Verified,4103,3973,46,,2765,992,1280,1916,6346,6155,5142,6527,2664,5984,3386,,4048,4108,3973,2266,5147,3844,3719,7700
YMR014W,BUD22,Verified,3798,3975,51,,4733,1253,,,4891,5888,834,8360,,1226,5263,4499,4153,2625,3876,,3600,2236,4074,3250
YOR257W,CDC31,Verified,6283,3975,98,,19361,2228,2437,,5366,,2403,3975,,8210,,,,,,,,,,
YKR088C,TVP38,Verified,4470,3979,55,,,,,,,,,2150,,,2963,3426,3642,3985,3979,2636,4642,4769,5676,11300
YMR152W,YIM1,Verified,5137,3986,79,,4755,2198,,798,8730,3580,7765,5176,5257,19539,3171,,3494,4270,3230,3000,4121,3851,2988,6540
YOR196C,LIP5,Verified,3756,3986,38,,3697,1097,,2071,6024,4080,2756,3986,,6138,3713,4240,,4120,3727,,,5018,4045,1630
YPL215W,CBP3,Verified,4352,3987,68,,3506,210,3602,6266,2958,6261,1202,4468,2885,1370,3261,4909,3410,4960,4373,,5017,5482,,14200
YPL170W,DAP1,Verified,8687,3996,133,,28275,1164,,,3390,,7898,2453,39404,5027,,,,3769,2177,,3996,5616,3461,6300
YGL012W,ERG4,Verified,5157,4000,88,,1518,4909,,3809,3355,21314,7222,4000,,2328,5722,5500,,4089,3898,4425,7999,2433,3510,1640
YMR266W,RSN1,Verified,3850,4002,49,,2571,969,,,4296,5712,2445,6908,1601,1560,3068,4007,,5842,5391,,6451,2932,4002,
YER155C,BEM2,Verified,5225,4005,71,4214,3068,1122,1613,,11558,8194,8730,7281,15249,5176,3756,,3795,2789,2855,,4228,3774,5419,1230
YKR065C,PAM17,Verified,5255,4005,48,,9455,3741,,9215,4725,8247,4959,8289,9160,1732,2843,,3892,4685,3972,,4005,3527,3881,3000
YJR024C,MDE1,Verified,5125,4007,86,,8747,2025,,5822,843,5839,9973,2193,,13390,,1465,,,,,,,,952
YLL018C-A,COX19,Verified,4342,4007,53,,8782,,,,,,,516,,,2600,4617,,3361,3398,,6509,4856,3035,5750
YDR167W,TAF10,Verified,5019,4008,75,,9177,777,,263,3359,12428,,1556,9431,8663,4008,,4277,5024,2914,,,,,3370
YKR002W,PAP1,Verified,4825,4008,71,2138,7427,2065,2175,5691,4816,3900,5492,5923,,5717,4454,3179,3777,3180,3378,,,2331,4117,17100
YHR097C,YHR097C,Uncharacterized,4829,4009,81,,9793,1498,,,4619,4642,1955,4552,16268,5384,2329,,3775,4066,1755,,,3022,3952,
YCL025C,AGP1,Verified,27283,4012,203,,2223,215,,,3064,,,3816,,329,70497,2514,3953,18147,214620,4012,9876,45795,9082,21100
YEL011W,GLC3,Verified,4272,4014,57,,7321,1623,,,4034,2221,9973,4840,6298,3738,,4014,,2536,,,,3467,4240,1230
YIR022W,SEC11,Verified,4420,4017,56,,8925,1593,7295,1253,2390,9260,1778,2513,,6633,3866,,4168,4791,3597,,,4214,5287,3150
YGL210W,YPT32,Verified,4583,4023,51,,8810,2085,3385,11374,3938,,3702,5940,,3396,4023,,3989,5222,4150,2102,4148,2767,4585,4300
YIL108W,YIL108W,Verified,4175,4023,62,,6841,1944,4976,,5844,5537,5492,5503,3071,10029,,1992,,2755,1887,,,2389,,195
YIL009W,FAA3,Verified,3974,4023,56,,3458,569,,,5838,,1939,4362,,940,2946,,,5024,2080,,7564,6478,4023,6440
YKL195W,MIA40,Verified,9293,4025,147,835,23335,3243,,,6736,10058,8029,10179,54368,1778,3297,,,4025,2583,,,1922,3973,5040
YML075C,HMG1,Verified,4674,4026,52,1972,2874,1878,,,6606,4370,5122,11834,,3855,4899,4049,,7414,5219,3938,3817,2932,4002,
YLR018C,POM34,Verified,3784,4027,41,,4662,1421,,,2290,2181,2550,4552,,7349,5725,,4027,4519,4207,2400,4528,2687,3669,
YEL015W,EDC3,Verified,4099,4028,30,,4850,2721,,,4296,6764,6184,4607,4492,2962,3567,3714,4640,2547,3624,,,4518,3761,2340
YHR135C,YCK1,Verified,4676,4031,66,,11265,803,1749,,3009,6141,4431,4837,13289,3599,4924,3790,3620,6290,4031,1579,5969,3775,4117,1630
YJL154C,VPS35,Verified,3728,4037,33,,3581,571,,,3656,,4461,2983,4393,2672,4604,4037,,4162,3259,,5104,5044,5035,2360
YAL059W,ECM1,Verified,4926,4041,55,,12899,5615,,1980,5854,5452,7059,6942,,3943,3479,3980,,4162,2658,,4041,,2988,2840
YFL041W,FET5,Verified,4061,4041,42,,4087,899,,4733,5427,874,3891,4335,8354,3469,3847,3906,3521,4041,5079,2416,6198,4315,4929,2840
YML067C,ERV41,Verified,4191,4043,34,,1981,2096,,,5533,,5000,5400,,5099,4958,3667,3906,3966,6331,1957,6139,4120,3902,3000
YDR280W,RRP45,Verified,4173,4044,44,,5582,2621,2146,8719,3149,4713,1778,4723,,2028,6855,2533,4186,3695,5407,,5543,2741,3902,4800
YHR162W,MPC2,Verified,4758,4045,64,,,116,,,,,,,,,11055,7257,,4108,5533,,3862,3435,4045,3410
YOR131C,YOR131C,Verified,5406,4045,77,,4240,3051,,16164,6543,7565,6510,6099,,12645,2648,2978,,3039,3109,,,2059,4045,396
YCR047C,BUD23,Verified,4329,4050,65,,12887,941,,,3544,4301,4541,3930,,1555,4060,1888,4039,6526,4366,,3826,4459,6775,1620
YNL212W,VID27,Verified,5193,4050,74,,4964,1511,,,5265,7729,5874,8667,18160,2355,4643,3008,3594,3515,4031,,4050,2120,5287,3500
YNL284C,MRPL10,Verified,3870,4056,53,,3607,466,871,1185,5129,,3376,6173,1898,2194,,5439,4056,4870,3876,,4913,8094,4291,5350
YBR059C,AKL1,Verified,4683,4059,67,15215,7997,1307,,,6303,3629,2274,4317,5143,4441,3125,3070,4258,3859,2584,1829,,6112,5833,3000
YDR289C,RTT103,Verified,4969,4062,74,,10493,2548,,,7503,1681,4195,4898,11441,970,,2033,,,,,,,,3930
YDR337W,MRPS28,Verified,4606,4063,75,,1605,830,9705,,,5142,1282,8339,,2983,,,,,,,,,,6960
YGR271C-A,EFG1,Verified,4774,4065,46,,9235,3435,,3460,1719,9147,3956,7011,,7090,3700,4418,3891,4424,3526,,4174,,4364,2840
YDR145W,TAF12,Verified,4981,4067,77,,10879,1467,,,5189,6262,2822,5509,15303,4145,3989,2762,4563,,2700,,,,3209,930
YGR158C,MTR3,Verified,3952,4067,42,,4578,1137,,,965,,,3965,,5988,4496,4516,3902,4076,4371,,4059,2528,3372,7380
YDR161W,ACL4,Verified,4640,4073,72,,3458,2187,,,4002,3532,7885,4717,1796,15589,4954,5696,3868,4219,4144,,4440,2123,,1630
YPR154W,PIN3,Verified,6153,4075,86,,23530,7484,,,7481,8831,10997,3791,5025,2353,3508,3304,3810,2651,3322,,,4341,5833,2190
YPR019W,MCM4,Verified,4625,4076,48,,2835,1411,,2431,5518,9389,3974,6664,7630,2869,4179,3385,5206,3183,3257,,4299,3963,4262,8800
YCR003W,MRPL32,Verified,4006,4077,57,,,43,,,,,,1439,,,3385,5512,3548,5124,4925,,4077,7332,6990,1690
YLR321C,SFH1,Verified,4747,4079,89,,2043,1351,,137,5164,,,3377,10082,18283,4383,1257,3728,4963,4527,,3564,4937,4218,3940
YNL186W,UBP10,Verified,4027,4079,44,,3586,521,,,4441,7809,3886,4190,,1795,4079,5939,4156,2958,4421,,6215,3382,3035,
YPL207W,TYW1,Verified,4714,4079,43,,2932,2122,,,7561,7968,7365,4866,7897,2956,3618,4079,,,3269,,4502,3023,3141,5410
YDR324C,UTP4,Verified,4299,4082,57,,3511,2768,,828,3694,8941,2428,10550,5470,4082,4209,1144,4407,,4848,,4228,2710,3831,5440
YHR117W,TOM71,Verified,4926,4089,49,,9541,1808,,3338,6360,6862,10686,7485,4125,3256,4439,3044,,4089,3855,,3673,3279,3789,4110
YKR070W,YKR070W,Uncharacterized,5424,4089,93,862,4157,3445,,4379,5521,5805,4020,2670,8705,20121,,1536,,,,,,,,3870
YBR120C,CBP6,Verified,4301,4089,40,,7577,2411,,7014,3974,5519,3288,6665,,2007,2392,5571,4089,5034,3904,,4157,4132,3256,2130
YFL017C,GNA1,Verified,7477,4091,98,,23151,9031,,1715,7525,949,4091,2375,13164,16496,,1195,,,,,,,,2550
YDR264C,AKR1,Verified,4124,4094,40,,4707,411,5419,,5140,2458,4118,4001,3424,1726,6043,3723,3647,4587,6802,,6333,2431,5188,4070
YJR042W,NUP85,Verified,4350,4095,48,,4469,781,,2168,2998,5710,3033,5293,,9131,6710,3375,3841,4095,4225,,4166,2273,3761,7920
YLR163C,MAS1,Verified,5803,4095,95,,2893,1602,8737,25209,6323,4287,6133,7228,6824,3847,3884,,8185,2412,3297,,,2334,4095,1360
YDR011W,SNQ2,Verified,4255,4095,67,1376,4307,1041,853,26,4635,9337,5238,6710,,3980,3836,,,3287,7580,,9605,5134,4095,1300
YML031W,NDC1,Verified,4871,4097,124,,1435,144,,706,1214,,721,1484,25986,2513,6451,4790,4097,5961,4497,,10122,5180,4481,3030
YNL085W,MKT1,Verified,4898,4097,76,,4371,473,,8883,4216,,2445,13771,6974,6571,,1296,,,2364,,3978,,,3430
YGR055W,MUP1,Verified,9121,4102,108,,4762,144,,,1766,,,1990,,916,11399,,10833,3443,22018,,31063,17746,3372,
YML127W,RSC9,Verified,3996,4104,37,,3217,1424,,2660,7166,2223,4592,5582,5004,5145,4872,4221,,,3987,,4519,2735,3973,2610
YHR043C,DOG2,Verified,4310,4122,44,,6013,3577,6811,,7129,6871,5874,4455,,4195,,1288,3654,3594,1521,,,4122,3141,2400
YBR086C,IST2,Verified,6119,4124,68,,11744,4947,3949,,11375,6674,15512,11386,6982,3192,2160,4011,,3997,2551,4236,,2052,3141,
YKR026C,GCN3,Verified,6336,4129,72,,5589,2281,,17231,3403,9864,2935,7143,9291,17077,3945,3403,3464,,2951,3845,5087,3256,4313,8970
YOL006C,TOP1,Verified,5012,4130,65,,9530,1613,,,7096,,6574,9613,,4130,,1292,,,2292,,,,,2970
YPL031C,PHO85,Verified,5081,4130,41,,4052,3613,,10120,3202,,5830,5530,4774,9703,3940,3445,,4101,4159,,3691,4937,4045,6160
YOL144W,NOP8,Verified,7414,4135,167,,7890,1836,573,,5143,,5439,5572,,4186,4083,,3720,,2136,,46218,,,2170
YDR028C,REG1,Verified,5051,4140,63,,6514,735,,,8483,6853,4550,5057,14109,2356,3220,3518,4134,4066,2998,,,7515,4146,2560
YMR091C,NPL6,Verified,4515,4140,39,,7191,2182,1786,5929,8216,2667,3200,4956,3745,6904,4540,4328,4758,3953,3654,,,5795,3952,3510
YOR085W,OST3,Verified,4540,4142,70,,1677,799,,9960,5568,10187,5148,4976,,2117,,1331,,,,4142,,,,4030
YNL049C,SFB2,Verified,4818,4146,63,,3673,798,,,5790,11673,9973,5444,,5342,3650,,,3317,2926,,,4176,4146,1720
YHR188C,GPI16,Verified,4005,4148,53,,4148,712,,2428,2885,6608,3355,4724,8008,5325,,,,,,4180,,,,1680
YGR210C,YGR210C,Uncharacterized,5408,4154,59,,5237,2567,,4154,5957,5142,6605,7049,,14474,3522,3496,3788,3506,3396,,4059,2610,4779,11600
YDL190C,UFD2,Verified,4680,4158,45,,3750,1910,3750,1460,8894,5264,8388,6240,4715,8285,3547,,4163,4460,3440,,3907,4153,5310,2600
YJR059W,PTK2,Verified,4934,4160,62,,13973,1476,1040,,6972,5289,6684,4590,,7594,2776,4160,4022,4092,3868,,5534,6932,3461,1420
YNL207W,RIO2,Verified,4799,4165,45,,4165,1714,1542,,4052,,4099,6472,8232,3539,5320,4863,4522,4127,4925,,6172,3402,4146,10300
YBR202W,MCM7,Verified,4244,4165,102,18395,3348,652,,5945,1586,,721,2780,5260,2387,4526,,4306,,4165,,4695,,4734,166
YGL107C,RMD9,Verified,3721,4166,40,2106,4363,1174,835,4243,3767,1380,2800,6216,4066,2694,4286,4855,4122,,4710,,4166,5758,4364,4800
YOR226C,ISU2,Verified,4897,4167,76,,4230,2702,,,883,4225,,566,,3513,6233,,,7650,12770,,11247,2053,4167,3420
YMR095C,SNO1,Verified,4658,4175,80,,7458,199,4175,,,,478,5746,,,3953,,,,10599,,,,,
YGL112C,TAF6,Verified,4217,4175,38,,5068,1371,1160,,4505,5358,4111,3926,6721,4239,5218,3305,5932,2656,3669,,,,3719,6510
YNL123W,NMA111,Verified,5193,4177,61,,3850,1825,1691,4204,8054,12596,9952,8620,5723,6658,3011,4202,,2628,2773,,,4153,,3150
YKL021C,MAK11,Verified,4911,4179,52,,2476,4602,,,3890,13023,3415,4646,8616,5167,5364,4342,3662,3745,4016,,4414,,3461,3730
YOR165W,SEY1,Verified,6109,4191,59,,4131,4236,,8792,11225,12244,10487,12249,10229,3561,3303,4235,,4791,3694,3336,4148,3483,3551,2270
YDL141W,BPL1,Verified,4086,4195,37,3580,4348,1161,2428,,4523,7385,4158,4274,,6059,3976,,4195,,3965,,,4688,4585,1970
YDL150W,RPC53,Verified,3911,4195,35,,4280,1999,,2475,5850,2038,5915,5348,,4361,4599,4660,4295,4016,4195,,3960,4018,3482,998
YGR261C,APL6,Verified,4048,4197,45,,7316,1284,1305,930,5014,5056,5386,7587,4201,5371,5037,3041,3920,4470,3948,2585,4192,2071,4681,3570
YDL099W,BUG1,Verified,5697,4201,88,,24169,1655,,,5909,7247,7018,2518,,3809,3679,3779,3694,4260,4156,3158,4201,6450,5936,5220
YCR035C,RRP43,Verified,4014,4201,51,,4641,705,,902,2048,5376,4071,4166,8967,345,4237,5196,5524,5300,4133,,4633,5101,3719,3180
YOL086W-A,MHF1,Verified,5545,4206,91,,12394,1375,,,2204,,,,,6207,,,,,,,,,,
YGL100W,SEH1,Verified,6450,4208,98,,9089,2087,,,3548,7494,5222,4208,21992,3453,,,,,,,,,,952
YJL082W,IML2,Verified,4034,4208,53,397,4611,459,,3215,4601,1470,3475,5223,5791,2729,4371,4045,5099,3594,3516,,,9858,5188,4980
YDR036C,EHD3,Verified,4107,4212,39,,3260,426,,,2858,7958,4495,4241,,4580,3281,5398,4920,4184,2588,,4422,5616,3530,3950
YPL032C,SVL3,Verified,7869,4216,118,,4667,1864,,9366,8446,5672,23921,9243,38569,9246,2560,,3400,3080,3162,1893,7052,3765,3551,2180
YBR014C,GRX7,Verified,4701,4216,55,,9528,4216,2373,,6777,6800,1996,5905,2578,6798,,,,,1594,,,,3141,
YNL191W,DUG3,Verified,4055,4218,69,,4464,358,,,2176,7603,976,1455,5846,8993,,,5131,,2228,,,1972,4218,7300
YGL019W,CKB1,Verified,5384,4219,65,,11361,1514,2280,,5703,1766,3142,3993,14644,9665,4788,3938,4444,3975,5266,,3987,2525,5809,8120
YNL157W,IGO1,Verified,7183,4219,143,,42360,3422,,,5009,6927,3200,4747,9012,1279,3672,,3737,4000,3182,,,5582,4437,
YGR026W,YGR026W,Uncharacterized,6630,4219,85,,2440,833,,,2690,,3037,4309,,921,6270,,4129,14916,7330,3052,13457,10723,18719,
YBR146W,MRPS9,Verified,3973,4221,56,,5678,855,,7965,4221,,2734,4825,3681,4634,,1160,,,,,,,,
YPR124W,CTR1,Verified,5491,4222,92,,,3079,,,4222,14637,,6546,,572,,1971,,5386,1638,,14997,6173,,1180
YIR026C,YVH1,Verified,5489,4228,64,,11109,3047,,2342,4883,2737,5261,5486,14093,9135,,3991,,3002,2953,,4228,2497,,7570
YOR185C,GSP2,Verified,21026,4228,156,,58202,106069,84987,,2630,,3562,15425,30808,,2127,2234,3923,9133,1645,2808,,5876,4533,2460
YNL143C,YNL143C,Uncharacterized,3628,4229,48,,,,,,,,,,,,4790,,4407,4051,2073,,5294,3114,5058,238
YJL081C,ARP4,Verified,4099,4235,49,,5838,1164,,,4235,4653,5182,7467,6070,3143,,,3474,2789,,,,,,1070
YLR364W,GRX8,Verified,8934,4240,163,,4240,2285,,46773,4802,,4363,3014,,12500,,1852,,,,,,,,573
YGL172W,NUP49,Verified,5106,4241,103,,24971,1050,3338,2956,3265,7808,2969,2811,643,2847,,4647,5439,5688,4361,,5500,4122,4734,4760
YMR202W,ERG2,Verified,5539,4243,66,,2254,9822,,,,4243,12353,6549,,2987,,,,,,2102,,6901,,2640
YDR251W,PAM1,Verified,3320,4246,73,,5436,1695,,264,5702,,4246,5815,,5263,,1163,,,,,,,,300
YKL122C,SRP21,Verified,7044,4248,168,,9455,782,,53527,2355,8076,3917,1392,2794,7078,2941,4457,4282,5135,4224,,5363,4272,3345,3400
YCR087C-A,YCR087C-A,Uncharacterized,5169,4253,66,,9328,11470,,329,4856,8887,4637,4267,10278,2162,2410,4238,3669,,2406,,,,,3430
YKR072C,SIS2,Verified,4255,4255,44,,7484,1158,2431,,3780,5546,635,6708,,3608,4872,4255,,,4940,,5380,4095,5188,3750
YJL115W,ASF1,Verified,5621,4258,74,,10393,2697,,20023,4296,3858,5182,3910,7355,4135,4258,,3624,4286,4156,,4121,2632,4408,6230
YPL274W,SAM3,Verified,5459,4260,86,,703,313,,,4479,4041,,6309,,360,2394,12191,3887,12387,,,9028,13841,5188,1300
YCR072C,RSA4,Verified,4314,4261,49,,3132,3616,1752,1073,4293,4228,6795,4525,6004,7717,,,,,,,,,,
YPR091C,NVJ2,Verified,4757,4261,72,5241,13002,1086,861,,8437,6397,4959,5822,7860,3564,,2583,,3112,,2808,,,,861
YPR135W,CTF4,Verified,3697,4261,52,,5084,718,,301,5044,5319,4053,4261,,5215,,,,,,,,,,3280
YPR086W,SUA7,Verified,4484,4262,45,,5228,2387,,2226,4601,6790,4421,5938,,9334,2158,3779,3526,,2836,,,3022,4262,6750
YDR135C,YCF1,Verified,4726,4264,78,3787,2770,1454,3646,,6433,18563,6239,6484,1771,2827,3394,4220,4554,5786,5691,2021,4307,5302,4884,396
YKR025W,RPC37,Verified,4593,4264,74,,16335,1198,,1042,4804,4461,4670,3848,2460,8343,3974,5125,5276,4564,3438,,4068,2965,4511,1590
